Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	SPD	SPD	CDU	CDU	CSU	CSU	GRÜNE	GRÜNE	FDP	FDP	PDS	PDS	Deutschland	Deutschland	APPD	APPD	APD	APD	BP	BP	BüSo	BüSo	BFB	BFB	CHANCE 2000	CHANCE 2000	CM	CM	DPD	DPD	DVU	GRAUE	GRAUE	REP	REP	FAMILIE	FAMILIE	DIE FRAUEN	DIE FRAUEN	HP	HP	Pro DM	MLPD	MLPD	Tierschutz	Tierschutz	NPD	NPD	NATURGESETZ	NATURGESETZ	FORUM	FORUM	ödp	ödp	PBC	PBC	AB 2000	AB 2000	Nichtwähler	PASS	PASS	PSG	DKP	DSU	ZENTRUM	DMP	FP Deutschl.	FSU	STATT Partei	Übrige
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Zweitstimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen
																																																																														
319	Dresden II	916	185341	150303	2477	2036	147826	148267	38319	36470	54787	48288	0	0	9381	11624	4314	5099	34751	33767	0	0	0	0	0	0	0	0	1752	464	0	656	0	699	0	0	0	0	3125	0	938	4522	2163	0	0	0	0	0	0	3292	0	0	0	0	0	1251	0	0	0	0	0	201	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	Dresden-Land - Freital - Dippoldiswalde	916	191155	159475	2910	2362	156565	157113	41555	37363	70979	62229	0	0	6277	7509	5029	6313	25123	26558	0	0	0	0	0	0	0	0	0	186	0	764	0	554	0	0	0	0	5131	0	694	5621	3679	0	0	0	0	0	0	3878	0	0	0	0	0	1724	0	0	0	0	0	192	0	339	0	0	0	0	0	0	0	1981	0	0	0	0	0	0
321	Freiberg - Brand-Erbisdorf - Flöha - Marienberg	916	172730	144929	3783	2966	141146	141963	38614	37540	55777	48729	0	0	5200	5150	5209	5767	25412	25521	0	0	0	0	0	0	0	0	0	149	10156	4235	0	426	0	0	0	0	4410	0	382	0	3670	0	0	0	0	0	0	3453	0	0	0	0	0	1619	0	0	0	0	0	239	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	778
322	Glauchau - Rochlitz - Hohenstein-Ernstthal - Hainichen	916	179377	148659	3230	2706	145429	145953	53315	46570	52051	45244	0	0	0	5455	5872	5680	25291	27613	0	0	0	0	0	0	0	0	0	116	2858	1052	0	301	0	0	0	0	3639	0	523	6042	3614	0	0	0	0	0	0	4158	0	0	0	0	0	1137	0	0	0	0	0	122	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Chemnitz I	916	133487	109933	1666	1423	108267	108510	35084	32421	34188	30237	0	0	7870	5642	3401	4136	22655	26290	0	0	0	0	0	0	0	0	0	137	0	235	0	346	0	0	0	0	2138	858	506	4211	2440	0	0	0	0	0	0	2642	0	0	0	0	0	722	0	0	0	0	0	129	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	Chemnitz II - Chemnitz-Land	916	150281	124893	1920	1855	122973	123038	43963	38129	41706	36469	0	0	4171	5210	3846	4772	23021	26128	0	0	0	0	0	0	0	0	0	92	0	349	0	401	0	0	0	0	2481	0	530	4302	2879	0	0	0	0	0	0	3512	0	0	0	0	0	1090	0	0	0	0	0	143	805	853	0	0	0	1159	0	0	0	0	0	0	0	0	0	0
325	Annaberg - Stollberg - Zschopau	916	159942	135292	3115	2477	132177	132815	43070	37068	53102	48930	0	0	4415	4129	3831	4500	19967	23094	0	0	0	0	0	0	0	0	0	102	3309	1364	0	321	0	0	0	0	3186	0	369	4483	3196	0	0	0	0	0	0	4033	0	0	0	0	0	1343	0	0	0	0	0	119	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	Aue - Schwarzenberg - Klingenthal	916	149838	124376	2749	2308	121627	122068	39103	34839	46195	41898	0	0	3722	3766	3255	4151	21788	22841	0	0	0	0	0	0	0	0	0	76	0	318	0	271	0	0	0	0	3832	0	315	3674	2528	0	0	0	0	0	0	4264	0	0	0	0	2183	1189	0	0	0	0	0	124	1707	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	Zwickau - Werdau	916	197570	161657	2753	2466	158904	159191	52547	48732	54890	49498	0	0	5744	5634	3986	5495	33575	33540	0	0	0	0	0	0	0	0	905	349	2212	877	0	373	0	0	0	0	5571	0	432	0	1878	0	0	0	0	0	0	3751	0	0	0	0	3792	1552	0	0	0	0	0	139	1253	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	Reichenbach - Plauen - Auerbach - Oelsnitz	916	203991	164786	3051	2775	161735	162011	61043	51745	54693	50542	0	0	4776	6357	5643	7209	25860	29248	0	0	0	0	0	0	0	0	0	81	0	362	0	408	0	0	0	0	3327	0	359	5112	4442	0	0	0	0	0	0	4388	0	0	0	0	3109	2131	0	0	0	0	0	143	1499	1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	Sachsen		3602458	2941359	56495	46994	2884864	2894365	919130	842329	1063306	945199	0	0	109636	126964	89806	105524	567154	577764	0	0	0	0	0	0	0	0	3713	3106	24821	15468	0	8981	0	0	0	0	75579	3837	11460	66042	55129	0	0	0	0	0	0	77751	174	0	0	0	17904	34485	0	0	1646	0	0	3133	5264	11493	0	0	0	1159	0	0	0	6620	0	0	0	0	0	4652
																																																																														
999	Bundesgebiet		60762751	49947087	780507	638575	49166580	49308512	21535893	20181269	15854215	14004908	3602472	3324480	2448162	3301624	1486433	3080955	2416781	2515454	1946	6196	1676	35242	1458	6759	1772	28107	10260	9662	134795	121196	3206	28566	9023	23619	1172	2432	601192	141763	152557	1115664	906383	8134	24825	3966	30094	532	435	430099	7208	4731	1734	133832	45043	126571	35132	30619	6296	4543	145308	98257	46379	71941	4097	3355	6827	10449	5556	6226	2105	8180	2076	1924	131	763	4406	66026
